5	18.60407348404035	18.628416398546236	11.741782551764665	17.341441391473452	11.466631956717446	17.947862065876148	18.503765392150232	18.256550764054964	7.08265763543365	13.985771235649041	18.221743778083685	19.08700452287769	13.307858447590919	9.831644371560401	15.792743100692633	17.15938031602839	16.512892331005162	17.972850229488003	17.922014767216485	17.95821348456873	13.090526568457289	17.69012883584163	13.071739301785534	11.641225279978508	12.297794023598442	15.93328364543614	16.087760787549243	11.269001458711882	13.243911019593037	17.14712131961937	
10	19.029845844984553	17.21636617941657	14.863971898962081	18.073965998708392	19.527885452570008	15.673064403295998	19.096568344341865	15.868860450383067	16.340647137099285	13.897263770544647	15.71145617525161	16.841354706557944	17.727125186982537	18.596496410576286	18.084904706685574	17.70775123977437	15.347396905816286	14.074491577969635	18.279856661464166	17.399226937075472	17.372678718960188	16.40300716682093	17.536561163914882	16.245317630061606	18.083516671599526	17.626288823719037	17.790574002239886	17.80627098177905	18.94440556129734	17.953649008646508	
15	30.09176689506065	21.23984595107884	18.706043182522016	20.16070011582883	23.99352587031961	20.178574294915645	18.75316637733763	17.8752524081915	15.245325570036183	24.32651401062759	19.910368750557343	19.674684339244006	19.712481058810162	25.267510166295224	18.646542711857922	20.97009673101805	17.732291965801302	29.522719078443995	20.671171512970083	24.024022238833037	18.193103381158746	16.389922390865685	29.0528092225572	20.957439351679152	28.553642631945333	18.086584970021146	18.74521574144934	22.068610104169018	24.764637881041512	26.108503000760173	
20	25.719047815013624	25.81306382293922	26.802910445400485	30.621076506380128	31.129454461809644	25.97513118408493	25.47009291752687	27.11184995471907	24.12831640756463	28.13304938136009	26.83519750071016	27.338110027367467	19.84234075703774	27.66855956575668	18.635072298714817	21.004250194110345	28.98471443960375	34.09066824728474	24.726202098408834	29.405098128564397	25.47342586625667	26.560225938014785	24.859176770297886	24.945774348111513	27.805869723100614	24.515092216994656	31.276153753911885	31.50842498515938	33.02538857978014	26.757443075117315	
25	35.169207703665414	33.65730974649089	31.75565456940138	32.18208059377591	34.026719674999185	28.175179298859213	30.237425672888264	28.604398970612458	35.335160717736116	23.263495405031318	29.795393779611402	33.490641294630564	28.26527901453818	32.00078355773115	25.12656285365692	32.575222672519416	34.140528425531286	27.654035905651668	33.73749290276626	31.047351898093797	29.650667494216194	29.45206107336165	28.37210655517224	33.04590955502849	33.4162710127971	36.434017209197634	34.845059305042085	31.9130463370345	34.48788358737514	35.13302593147852	
30	33.92501688452558	35.12867441932652	33.04422901724156	34.809191601235455	39.01105038302774	31.980944215041262	30.531276352034595	34.901241006528124	39.12507174775493	38.77344475197238	33.99684503410275	37.44715839690629	35.836363546941215	31.732133042279102	41.84408287489037	31.870262527355628	42.54450548869147	33.92585063279878	42.165095925449606	32.84473042911357	38.46943672472338	30.956616314729587	36.348177484042196	34.865154359403576	36.085914755449636	41.08601273691875	29.898763612091123	38.174534220705446	33.24972076191036	40.906619291856714	
35	43.64692533333212	36.42403118787392	41.366517313925456	40.59697584097085	38.31712597958058	47.81740627405607	40.80780464822563	40.623676507332036	42.48992497028749	43.94801459421105	38.64973824429758	42.66560470086444	39.27047914099835	36.29967201052096	42.57145570106555	40.72501275619646	41.96587692586687	46.013204674321976	33.51548453489054	41.26361766170484	38.851428223006444	31.728118218284564	37.79359642083037	42.51346063385851	36.24825391848667	35.12532275788615	36.62803366384418	31.03748455215254	48.093566934334675	44.99756593031252	
40	50.06255086737617	47.01089448844698	45.905551422917085	48.23582366036102	45.61228685495698	49.921766464345396	48.49438926074143	45.06505163016635	38.48835803789103	43.82910762153753	43.5337208322382	41.9665526342275	43.8098680266584	49.819625196018265	50.417155480189756	46.80496507076373	38.87410211886137	41.1727353920598	42.97619874960431	35.939249269392036	48.23638660214465	47.72620730654093	46.92201588261992	47.67047975608292	49.98026931501133	46.408434587852526	46.05195718944857	45.39273941372034	48.268270100751685	44.08311064024705	
45	45.53687455796053	45.69544434123037	47.8434646711604	60.44128711595464	58.30080600621517	49.61696395889214	43.85484751061275	49.09633933959088	55.767561788996844	44.416688224212024	51.79095903691546	49.814968424847535	46.15207471116494	49.0121596075505	53.887492660021834	50.59356908470731	55.08393683968306	51.85002957083066	46.90692988391352	47.240695314657614	48.43219205366818	53.08069270545276	43.45260179480465	51.31174618346584	43.26319616665582	43.34696761227497	49.0455178965189	41.03151658105842	43.757695625894115	46.78005557207613	
50	57.252231846804705	48.83726257392574	62.1152281743168	53.8369606419723	53.912972869450186	60.73240206641253	53.30575817541158	58.14438256110754	53.75831472850122	52.02306279437503	50.59075280703527	59.07162270520974	59.54105102030471	64.2936827789445	52.22069254533304	52.451911768427735	53.585232164165845	53.86034761091688	60.26492183322317	57.867684747998	54.772916986436826	49.907790295130894	55.72385059645279	56.07841261492282	48.93868055408977	46.02207233303667	51.02436742138866	54.52068971969865	55.8912577734672	36.35823077959029	
